atv_remunerada,renda_mensal,num_mem_familia,renda_mensal_familia,sit_pai_trabalho,sit_mae_trabalho,ens_fundamental,ens_medio,tempo_concluiu_ens_medio,cor,hab_ler_jornal_revista,livros_lidos_ano,atv_ocup_tempo,meio_informado,faixa_etaria,procedencia,rep_ens_fundamental,rep_ens_medio,esc_pai,esc_mae,deficiencia,Evadiu
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,Branco(a),Não ,01 e 02 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Não
"Sim, em tempo integral (mais de 30 horas semanais).","De 1 até 1,5 salário mínimo.",De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Outra situação,Outra situação,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Internet,De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio completo,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Não
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Outra situação,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,Mais de 05 livros,Leitura,Jornal falado (TV),De 18 a 19 anos,Zona rural,Nenhuma vez,Nenhuma vez,Analfabeto,Superior completo,Não apresento nenhum tipo de deficiência,Não
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Vive de renda,Está desempregada,Escola pública estadual ,Escola pública estadual,Ainda estou cursando o ensino médio,"Pardo(a), Mulato(a)",Não ,Nenhum,Televisão,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Não
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Trabalha regularmente,Está desempregada,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,Nenhum,Música,Internet,De 25 a 29 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio completo,Ensino médio incompleto,Não apresento nenhum tipo de deficiência,Não
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Está desempregada,Escola pública municipal,Escola pública estadual,Entre 4 e 5 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Não
"Sim, mas se trata de um trabalho eventual.","De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Outra situação,Outra situação,Escola pública municipal,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Não ,Nenhum,Internet,Internet,De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Não
Nao,"De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,É falecida e não deixou pensão,Escola pública federal,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Leitura,Jornal falado (TV),De 18 a 19 anos,Zona rural,Nenhuma vez,Mais de 03 vezes,Ensino fundamental incompleto,Ensino fundamental incompleto,Visual,Não
Nao,"De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Não ,01 e 02 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Não
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Apenas conclui o ensino fundamental,Ainda estou cursando o ensino médio,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Televisão,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,1 vez,Superior incompleto,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Não
"Sim, em tempo integral (mais de 30 horas semanais).","De 1 até 1,5 salário mínimo.",De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Outra situação,Outra situação,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,Mais de 05 livros,Internet,Internet,De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Não
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Não
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,Mais de 05 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Pós-Graduada,Não apresento nenhum tipo de deficiência,Não
"Sim, em tempo integral (mais de 30 horas semanais).",Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,Mais do que 3 salários mínimos.,Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,Nenhum,Artesanato,Internet,De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Não
